age,region,education_level,education_field,occupation_category,starting_income,income_growth_rate,current_savings,savings_rate,debt_level,property_price,price_per_sqm,property_type,property_region,years_to_readiness
35,BY,none,none,Service,20559,0.044685893213105,26830,0.1476838579577777,16053,595665,9765,Apartment,BY,30.89273104200685
23,BW,none,none,Sales,44336,0.0255200654620703,38675,0.0708249893132827,6894,484744,6136,Apartment,HE,31.86753821365565
19,NW,none,none,TechSelfTaught,41434,0.0254308321149009,16647,0.1620250607291103,24288,384918,2446,Apartment,BE,13.238929999464307
35,NW,apprenticeship,SkilledTrade,SkilledTrade,32012,0.0119009077538399,23840,0.1973242442938569,31802,219390,3090,Apartment,BE,4.100910060781388
33,BW,apprenticeship,Mechatronics,Mechatronics,40085,0.0305755094802248,76017,0.0326983871890303,8119,481470,7295,Loft,BW,15.0156329036267
29,HH,master,psychology,SocialCare,43799,0.0159016965990828,8263,0.1443414949686185,45243,303757,3413,Apartment,BW,5.9875184036814035
22,BW,none,none,SkilledTrade,54808,0.0476413461390432,14201,0.1631224310405518,6406,329920,5155,Apartment,BE,5.195393072676925
32,HE,master,mathematics,STEM,85478,0.0508608881452474,24888,0.1617350996760208,27723,488770,6605,Maisonette,HE,4.521539099173127
20,BE,bachelor,healthcare,Healthcare,57765,0.0196449228082311,6213,0.0838526098781972,45937,684860,6226,Penthouse,BY,21.606689355636128
24,NW,apprenticeship,Logistics,Logistics,41894,0.0239517255281869,3378,0.0808130692360135,47362,899613,7689,Maisonette,BW,39.945004818501765
37,BE,bachelor,computer_science,STEM,82045,0.0968312118777444,780,0.0857859881572431,45938,382122,8307,Apartment,BE,6.477973263316995
37,HH,apprenticeship,Retail,Retail,28414,0.0228116518097522,15309,0.1022215902002979,3494,227305,3497,Apartment,NW,6.8662952870419485
33,HE,apprenticeship,OfficeAdmin,OfficeAdmin,31571,0.0357779607338603,7613,0.1119534619449668,40212,98298,2286,Apartment,BE,4.5394908054513605
21,BW,bachelor,psychology,SocialCare,37786,0.0445655072955854,27426,0.0662689895865881,49330,218637,4287,Apartment,NW,6.451022775593675
25,HE,none,none,Sales,68454,0.0373551145897178,10707,0.0774599365821628,33209,145360,3634,Apartment,BY,2.8579207875388306
36,HH,bachelor,healthcare,Healthcare,48798,0.0588210075123794,29608,0.1107112434656766,37933,344792,7336,Apartment,BW,7.1767661386807
38,BE,master,psychology,SocialCare,44973,0.032623747705265,27514,0.0398120924345361,10615,476440,5540,Apartment,HH,30.702190686460817
40,BY,master,healthcare,Healthcare,32792,0.028625990718607,23881,0.1283286085868328,48652,77254,2033,Apartment,BE,0.0
21,BY,master,engineering,STEM,73990,0.0893912150633455,17208,0.1971067275641683,45166,286272,4544,Apartment,BE,2.7787120196752144
22,HE,master,engineering,STEM,72630,0.0666073510329784,10175,0.1744690050065422,14559,256409,3827,Apartment,BW,6.357946754078022
30,NW,apprenticeship,SkilledTrade,SkilledTrade,33966,0.0424536271597624,36018,0.1283602140917076,12014,244398,5313,Apartment,BW,1.5720755961152126
33,BW,master,computer_science,STEM,41196,0.0479141505947672,17472,0.1175962708722869,48264,147420,3510,Apartment,NW,2.6016491034059364
31,HH,master,mathematics,STEM,99834,0.0355600811472005,17295,0.0285404576287855,26493,292971,5979,Apartment,BE,14.54880604138938
25,HE,bachelor,healthcare,Healthcare,40757,0.0423182075031167,20412,0.1240683911835323,20463,257471,3527,Apartment,BW,4.948091777341839
31,BE,none,none,SkilledTrade,27440,0.0454217287975358,22849,0.0641083413576137,12898,483212,4516,Loft,NW,27.418940264936708
18,BY,none,none,SkilledTrade,33673,0.0422118590680868,1904,0.0803851886370898,34244,324049,3641,Apartment,NW,18.28672086146384
37,HE,master,mathematics,STEM,93741,0.0537957240273573,57644,0.0837024840444256,5163,199200,4150,Apartment,BW,0.3466398193305954
29,HE,none,none,TechSelfTaught,35028,0.0522985702587219,20578,0.1356081012728931,34390,565704,6984,Maisonette,HE,12.187464640064164
25,HE,none,none,Service,32097,0.0284966385282499,13246,0.1013647226392783,47072,323424,4492,Apartment,HH,21.33850905122905
24,BY,bachelor,business,Finance,50828,0.0736116246171138,2794,0.1328618073794979,46583,265050,5301,Apartment,HH,7.013020681281342
29,HH,master,economics,Finance,54024,0.0276313152274924,6625,0.2787146016836169,42274,1211387,5285,Maisonette,HE,37.78921352628635
36,HE,none,none,Sales,50551,0.061581983486234,14528,0.0598460912652715,49731,348555,6115,Apartment,HE,18.289337656861456
36,BE,none,none,Service,28015,0.0173811992965028,8667,0.1311170314612956,337,209745,4661,Apartment,NW,8.635554427169795
27,HE,none,none,Service,18720,0.0394604066732387,43918,0.2049669100924736,14906,315980,4514,Apartment,NW,20.55988058822213
19,BY,master,mathematics,STEM,84109,0.0867862619283854,15190,0.1150128074896795,32052,733516,6164,Penthouse,NW,8.994755536098559
34,BE,bachelor,social_sciences,SocialCare,41910,0.0223737772956046,3212,0.0560672787537611,14572,293017,4127,Apartment,NW,17.83257854168169
22,BY,master,economics,Finance,69900,0.0696099918158884,24447,0.082167317221179,2003,182329,3721,Apartment,BW,1.9373691699672648
21,NW,bachelor,computer_science,STEM,75109,0.0493226930901531,7540,0.1286771874591905,31415,489056,8432,Apartment,BW,8.640034381572018
28,HH,master,education,Education,43844,0.033108699695115,36731,0.070330457313058,3057,323238,6338,Apartment,BW,9.406848965769134
36,BY,none,none,Service,24792,0.0514474497693869,74053,0.1858261332108994,10770,304736,3424,Apartment,BW,8.865547668850871
28,BY,none,none,Sales,45758,0.0529679847643527,34812,0.144753510121662,23973,118910,2162,Apartment,BE,0.0
39,HE,apprenticeship,SkilledTrade,SkilledTrade,47692,0.0143088670935592,27664,0.1214513287475445,7022,265328,5768,Apartment,NW,1.7286439044886666
26,BW,none,none,Service,20481,0.0480946573648504,16462,0.1250019242232163,2968,567852,7188,Apartment,HE,25.460222681113585
30,NW,apprenticeship,Retail,Retail,26773,0.0423826250347635,8991,0.0669754184241285,47784,260040,4334,Apartment,HH,16.21225971359954
19,BW,master,computer_science,STEM,51486,0.065236220645319,8312,0.1418316643483546,4962,146931,2193,Apartment,NW,2.261674399190329
28,NW,apprenticeship,OfficeAdmin,OfficeAdmin,25145,0.0695864421314284,18642,0.1448064520215517,14835,152714,2633,Apartment,BY,1.9623670454621311
18,BE,bachelor,engineering,STEM,67382,0.0844966559479343,3775,0.2265854504535185,19314,520240,6503,Apartment,BY,5.761618204113218
31,HE,none,none,Service,29919,0.0563798770350532,1684,0.0502375664176365,7225,355815,7907,Apartment,HE,23.721217370320694
20,BE,bachelor,social_sciences,SocialCare,38708,0.0498631440869909,13675,0.0612723379584383,18378,264845,5635,Apartment,BE,13.59436149415096
20,BE,master,engineering,STEM,62516,0.0380181568974483,51695,0.3014049428968928,48036,291016,3307,Apartment,BE,1.9887845859779432
20,BW,apprenticeship,Logistics,Logistics,37055,0.0260457663468872,9985,0.0442908157154212,24248,633600,7200,Apartment,HH,40.0
31,NW,none,none,Service,29403,0.0267857102658759,15441,0.0568829737046275,41690,213510,3882,Apartment,BE,18.013956396277575
39,BW,none,none,Sales,36750,0.0100816161726553,10105,0.101455363848944,59931,328662,8649,Apartment,BW,17.420255347567903
27,NW,none,none,Service,33415,0.0108422139682311,14179,0.16535974870114,38006,164101,3349,Apartment,HH,4.239743087759898
32,BW,apprenticeship,Logistics,Logistics,48336,0.0285487811664584,4976,0.0666285345613425,16246,134576,2588,Apartment,NW,6.8983017782998015
33,BY,master,computer_science,STEM,85775,0.028671238888392,42142,0.3324261688179305,29926,690180,11503,Apartment,BY,4.617637333955258
24,HE,apprenticeship,OfficeAdmin,OfficeAdmin,29019,0.0377720427235982,67695,0.1042976361584524,3779,975810,8871,Loft,HE,35.84864036189283
37,HE,apprenticeship,Retail,Retail,29652,0.018750400510108,34371,0.0732462025068098,46478,496350,5515,Apartment,HE,37.88176170815784
34,HE,master,healthcare,Healthcare,56461,0.0320548249329616,57356,0.0717561037873206,11650,330624,7872,Apartment,BW,3.3096665892732378
39,HE,none,none,Sales,53578,0.0064282207313634,51432,0.0869702339422234,19565,220542,3738,Apartment,BY,1.3100070407756077
24,BY,apprenticeship,Mechatronics,Mechatronics,46714,0.0395035452520446,12356,0.0298729098150844,24619,127500,1500,Apartment,NW,10.42043765123331
18,HH,apprenticeship,SkilledTrade,SkilledTrade,16239,0.0567203673927104,38448,0.0853015207983999,49194,279312,4048,Apartment,BY,26.345205157373787
21,NW,none,none,TechSelfTaught,43156,0.0633707425297689,36867,0.0973991908026126,31191,306576,4258,Apartment,BW,7.10394383123001
40,HE,apprenticeship,Logistics,Logistics,42942,0.0128991873136879,6693,0.0352025793095169,10121,323476,4757,Apartment,BY,38.090426094813765
36,HE,none,none,Service,29252,0.0230668428792148,3465,0.069992001181417,19619,324456,3687,Apartment,BE,25.46970718194025
27,BE,master,data_science,STEM,109567,0.0388775650964973,13311,0.0991103604701388,33146,392181,5666,Apartment,BY,6.15024616988657
36,BW,master,education,Education,41150,0.0494814318858266,6243,0.0586221523705357,48435,438486,4098,Penthouse,BY,18.543653475847236
26,BY,apprenticeship,OfficeAdmin,OfficeAdmin,40221,0.0205191722390886,60890,0.0283356772567887,39569,262048,6896,Apartment,HE,2.027855964600586
40,HE,none,none,Sales,40449,0.0279519244382714,49630,0.0642437452295832,42941,280488,3224,Apartment,HE,2.019108355189371
31,BE,apprenticeship,Retail,Retail,31627,0.0183331748601653,5823,0.0904752931399084,46496,602640,7533,Apartment,BY,40.0
31,BW,none,none,Service,33506,0.0335104144017563,54996,0.1301184431374634,9854,119315,3409,Apartment,BW,0.0
27,HE,bachelor,healthcare,Healthcare,60236,0.0263894438452662,10594,0.1733774013928501,39881,244992,5104,Apartment,NW,0.9812974461951098
30,BW,bachelor,social_sciences,SocialCare,32158,0.0248533871886124,14709,0.1036002712441446,47194,428610,6123,Loft,BW,23.840213678910427
20,HE,bachelor,arts_humanities,Arts,29325,0.0341841793098774,33234,0.098815265082767,62471,316843,4729,Apartment,BW,9.312053292807311
23,BY,master,data_science,STEM,83705,0.047484838761052,3934,0.2492976350761144,19148,216733,3553,Apartment,BY,2.320616260408883
35,HH,none,none,SkilledTrade,31446,0.010581231089607,66696,0.0904701739685539,28607,930810,13110,Apartment,HH,39.59634693934543
21,NW,apprenticeship,Logistics,Logistics,44813,0.0074417433405157,36452,0.0872138864667022,7,361830,5169,Apartment,BW,7.35858714965175
31,BE,none,none,Service,23398,0.0115526372704142,44988,0.1527918895578399,36838,190242,4878,Apartment,BY,3.720573360315222
39,HE,bachelor,mathematics,STEM,67258,0.0888664164207796,25231,0.1025211660607832,9000,480060,7620,Apartment,HE,7.866367516215147
21,HE,none,none,Sales,64081,0.030956406176534,31980,0.1383323694587326,38776,193248,3168,Apartment,BW,0.4670382097479588
33,BE,apprenticeship,Mechatronics,Mechatronics,32867,0.0285494519232774,56359,0.1645076410418719,30308,132044,3001,Apartment,BE,1.6076116126307964
26,HH,apprenticeship,Logistics,Logistics,28123,0.0520528629247123,70948,0.0945791485324409,27108,455481,8931,Apartment,BY,16.345698927186262
39,BW,none,none,Service,37974,0.0371737152858438,7670,0.0211261249002917,11955,406000,5800,Apartment,HH,37.38173624059265
28,NW,master,social_sciences,SocialCare,30220,0.0475497388964178,16975,0.0932763453966738,33492,133100,3025,Apartment,BY,2.087611767941469
23,BE,bachelor,computer_science,STEM,72898,0.0194452302798164,21177,0.1925999533651244,34476,176790,2130,Apartment,BE,0.0
21,HH,bachelor,psychology,SocialCare,34865,0.0257357929088256,21200,0.0495887902180554,44629,102708,2853,Apartment,BW,0.0
36,BE,apprenticeship,Logistics,Logistics,39439,0.0298502660786943,18161,0.0814833784240439,23922,508046,6598,Maisonette,BY,22.134016322948217
39,BE,bachelor,arts_humanities,Arts,23335,0.0198151982195315,23766,0.1061559003846981,24606,154245,2373,Apartment,BY,1.4954245260509913
36,HH,master,data_science,STEM,70018,0.0463143106563228,7493,0.1925161483194066,20798,346189,5167,Apartment,BY,6.133568303262991
38,BW,none,none,Service,35814,0.0272268510100868,5530,0.0405468678080912,25253,455492,6268,Apartment,BY,35.05751881648659
32,HE,none,none,Service,18520,0.0343621054103235,46711,0.1032468125405378,6696,390425,3395,Loft,BE,30.376134235668633
22,BW,apprenticeship,OfficeAdmin,OfficeAdmin,28110,0.0273388370722678,36810,0.0466735028739269,15592,454639,4171,Maisonette,NW,30.15428938009876
23,BW,master,economics,Finance,34570,0.0651041590381968,28031,0.131282071816572,474,305898,5998,Apartment,HH,1.99285531805379
29,BE,none,none,TechSelfTaught,54005,0.0271767735946309,11348,0.0571849093919633,23015,409563,4137,Maisonette,HE,21.811167743935528
20,HH,bachelor,economics,Finance,97827,0.0274684111977801,43533,0.1707186210668663,27313,302071,3923,Apartment,NW,2.2552002235050335
24,HH,apprenticeship,Logistics,Logistics,31458,0.0091917712175894,10356,0.0810878129838262,35942,636096,9939,Penthouse,BW,40.0
33,NW,apprenticeship,OfficeAdmin,OfficeAdmin,31800,0.0307518332635879,14834,0.0632973681508555,49502,296064,6168,Apartment,BY,22.55042926519901
27,BW,master,economics,Finance,71670,0.0987736785607828,57035,0.2294669667977077,1319,439140,5630,Apartment,BY,0.0
18,HH,master,economics,Finance,92741,0.0524090171217932,7085,0.3038843723208717,42363,150696,4186,Apartment,HH,1.572598512182599
25,BE,none,none,Sales,40782,0.0200274004587006,65254,0.0610993546971131,34448,147968,2176,Apartment,BE,1.1709085133393646
25,NW,master,healthcare,Healthcare,46396,0.0480042268173084,9876,0.1394877246701902,31000,1095000,15000,Loft,BY,25.624086877786816
24,BE,bachelor,healthcare,Healthcare,36975,0.0318232427875939,6905,0.1070673390008616,27229,186485,1963,Maisonette,BW,7.120392076416538
35,HE,bachelor,psychology,SocialCare,36649,0.0299211411532073,40534,0.0573203130888112,27300,711365,8369,Apartment,BY,39.778273521564266
30,HE,apprenticeship,Logistics,Logistics,28467,0.0268924580568662,26563,0.1547522169693127,44369,264614,6454,Apartment,HE,6.384111841474404
22,NW,apprenticeship,Mechatronics,Mechatronics,34928,0.0463784876488246,8263,0.0852646163236811,10471,216594,2674,Apartment,NW,12.09307883369422
20,HE,none,none,Service,37101,0.01781979503981,29004,0.0784299215966451,40152,423984,4818,Apartment,BY,25.929853473587016
38,BY,master,social_sciences,SocialCare,40578,0.0305207163660641,5334,0.0152948030645239,27364,215956,4153,Apartment,BW,40.0
39,BY,none,none,Sales,55925,0.0562077328347143,9350,0.0540591107936009,36275,305549,5009,Apartment,HE,11.196670992044227
34,HH,apprenticeship,SkilledTrade,SkilledTrade,43921,0.024799911356761,48492,0.2071030845169832,7329,763628,7496,Apartment,BW,35.57138338935835
39,BY,apprenticeship,OfficeAdmin,OfficeAdmin,31343,0.0237501207899023,32652,0.0641693543006422,47528,194616,3672,Apartment,BY,4.629311424020593
21,BY,bachelor,healthcare,Healthcare,36836,0.0502929899813651,7135,0.143163035983013,35311,333902,4574,Apartment,BE,12.395865294394197
20,HE,bachelor,healthcare,Healthcare,53176,0.0305714995402482,25429,0.0821368704945012,22638,375258,3679,Maisonette,NW,14.0249393874167
26,NW,apprenticeship,Retail,Retail,32331,0.037327650078167,21175,0.0639557081817863,38025,234995,5465,Apartment,NW,15.595524756584624
30,NW,none,none,Service,23617,0.009436067554893,2207,0.0660523575635529,35275,109848,2388,Apartment,HH,12.434687696701314
31,BE,bachelor,psychology,SocialCare,40132,0.0275874532540366,4216,0.0820978681400211,28674,123136,2368,Apartment,BE,7.709965879045258
21,BW,apprenticeship,OfficeAdmin,OfficeAdmin,33653,0.0565315883619735,24168,0.0649490269463312,11399,364315,7435,Apartment,BW,16.229222406096522
36,HH,apprenticeship,SkilledTrade,SkilledTrade,40202,0.0633668984752459,23750,0.0838899659028063,18638,103092,2343,Apartment,NW,0.0
35,BE,bachelor,data_science,STEM,52753,0.0367724516832168,35965,0.2537387988031096,30834,251316,3222,Apartment,BW,5.192359790189206
27,BW,master,economics,Finance,42782,0.0515289745297159,6179,0.160472815701222,43582,276540,5028,Apartment,HH,5.983461883183442
27,HE,none,none,SkilledTrade,53820,0.0245714401890381,25678,0.0972848433082483,38717,266961,3869,Apartment,BW,6.784626260745353
38,HE,apprenticeship,Mechatronics,Mechatronics,46933,0.0084295847745334,664,0.0709463923345213,29999,401795,4727,Apartment,NW,21.108503426168618
26,BE,none,none,Service,25735,0.036992923190604,11286,0.0675980621260527,16760,340388,3958,Apartment,BE,25.10046528961712
21,HE,none,none,Service,25820,0.0362578051429664,10082,0.102166880234811,17230,295671,4413,Maisonette,BW,23.744629821126235
18,NW,apprenticeship,SkilledTrade,SkilledTrade,30689,0.0259560349344921,876,0.1440663776459256,47968,186270,1774,Maisonette,NW,10.636350863333064
20,BY,master,healthcare,Healthcare,44391,0.0376307366988625,17205,0.1284280691231752,12031,270344,5752,Apartment,HH,6.665709887996071
38,BW,master,computer_science,STEM,78428,0.0560922404222851,20650,0.1938131912776716,37458,282458,3817,Apartment,BE,3.8163843275330542
27,BY,none,none,TechSelfTaught,46954,0.0162305730578586,25247,0.085377722668777,34075,111930,3198,Apartment,BY,0.0
28,BY,bachelor,arts_humanities,Arts,57759,0.0381107471345942,1862,0.0602520364980158,38006,343640,3124,Maisonette,HH,17.05810857421267
26,BY,master,psychology,SocialCare,31575,0.0206716048645355,41800,0.1849693998083292,36260,152184,2238,Apartment,HE,0.0
38,HE,apprenticeship,Retail,Retail,28607,0.0269053404628629,45825,0.0291885943280042,19098,713378,6926,Maisonette,HE,40.0
18,NW,none,none,Sales,42306,0.0508876257662976,23712,0.0674508439339134,39892,458415,7515,Apartment,HE,16.6570014370225
33,HH,bachelor,social_sciences,SocialCare,25932,0.0209643883285814,4561,0.0911207548937251,14356,103376,1846,Apartment,NW,13.413033537899004
24,BY,apprenticeship,Retail,Retail,33220,0.028735413194872,9414,0.0331252063657138,48488,137040,2284,Apartment,HH,13.355678171524657
22,BW,master,arts_humanities,Arts,36801,0.014180786661796,34058,0.0444876622058966,14306,490195,6715,Apartment,BW,39.22763254080563
24,BE,apprenticeship,Mechatronics,Mechatronics,41169,0.0268616102928389,7442,0.0607091832600084,30874,291672,4051,Apartment,HH,23.496903247893098
24,BE,master,business,Finance,82422,0.0745999946173155,2342,0.2895441417039972,34899,354729,5141,Apartment,HE,2.308017847857448
30,HH,master,social_sciences,SocialCare,33397,0.0143017699153876,25307,0.0254919129207287,34460,476190,5291,Apartment,BY,39.557045199468995
34,NW,bachelor,mathematics,STEM,66369,0.0389533292253023,67190,0.2406192799639481,37588,96543,1893,Apartment,BE,0.0
24,HH,none,none,Service,34576,0.0235497170729439,25023,0.1486500464769775,37352,184410,4098,Apartment,BW,3.9175846949431663
38,NW,apprenticeship,OfficeAdmin,OfficeAdmin,27309,0.017375093149768,33410,0.0641740917008852,14086,434418,8518,Apartment,BW,39.77430310246533
19,BW,master,data_science,STEM,59022,0.0459029808533748,17288,0.1214467050119302,42723,153075,3925,Apartment,NW,1.6051245919041588
33,NW,bachelor,psychology,SocialCare,36112,0.0289512838213611,9863,0.0320691873078513,32144,598390,4603,Maisonette,HH,40.0
32,BW,bachelor,computer_science,STEM,68826,0.0665138111502702,1236,0.091445166975826,46616,661215,7779,Loft,HE,13.95422376637454
27,BE,none,none,TechSelfTaught,61185,0.0889026155121021,21469,0.1086860010048476,223,318912,4832,Apartment,NW,6.90455681739951
28,HH,bachelor,business,Finance,62812,0.0473650794161605,66989,0.2423239188186947,24214,322000,6440,Apartment,HH,0.1754754304426286
19,BY,master,psychology,SocialCare,34177,0.0344745500202465,27329,0.0489864092812248,7496,168336,2672,Apartment,BW,3.859180178449048
23,NW,apprenticeship,SkilledTrade,SkilledTrade,37272,0.0254695958218236,4344,0.1092076530931662,20144,310128,4368,Apartment,BE,11.014775870955466
27,BE,none,none,Service,25292,0.0157229253937327,16561,0.105021527158038,233,69768,1938,Apartment,NW,1.0356516038435115
38,HH,none,none,Service,48367,0.0558358966394609,58639,0.1279770242350339,42179,703780,6398,Loft,BW,12.48096972706716
26,HH,bachelor,healthcare,Healthcare,59654,0.0363266803398596,12708,0.1651997529365497,3286,117933,2069,Apartment,HE,1.0705629983080436
20,BE,master,business,Finance,75347,0.0200220397265727,12321,0.1927117929021578,49450,176092,4634,Apartment,BE,2.244122475802047
31,HE,bachelor,mathematics,STEM,54979,0.0873373277061729,31333,0.1626894069383385,38801,325806,4177,Apartment,HH,2.5861582757648156
28,NW,apprenticeship,SkilledTrade,SkilledTrade,44867,0.0228899023693679,12364,0.1069864481613437,10050,216080,2960,Apartment,NW,6.641969663260857
37,BY,bachelor,computer_science,STEM,94310,0.0785779929576403,28437,0.249700115863161,19560,213930,2377,Apartment,BE,0.4523249587480662
28,HE,bachelor,education,Education,31593,0.0243873505819293,2277,0.18902656028409,47907,182280,4340,Apartment,HE,7.275073553210275
19,NW,apprenticeship,SkilledTrade,SkilledTrade,45006,0.0234691927281061,16279,0.1240902184707799,1145,99399,1949,Apartment,BE,0.76319774839485
22,HH,apprenticeship,Retail,Retail,35341,0.0236754657966864,25990,0.0650485534591409,41389,149961,4053,Apartment,BE,0.0
32,BY,master,data_science,STEM,71614,0.0451544752947239,6699,0.1583551760937318,16472,381216,5776,Apartment,BW,4.584017612365025
29,BE,none,none,TechSelfTaught,62697,0.0647641858372697,15492,0.069715891917064,41627,628551,6349,Maisonette,BE,15.898563321237082
22,BY,none,none,Service,29057,0.0326924117595609,20191,0.0268449211475794,23294,217932,3302,Apartment,BW,22.035723999283185
38,BY,bachelor,arts_humanities,Arts,22655,0.0131464912459631,69546,0.1356946190662309,24230,228888,3366,Apartment,NW,18.18873573740576
33,BY,master,computer_science,STEM,94753,0.0454407327519778,24881,0.1521736224514278,54457,606900,7225,Maisonette,BE,4.725434216036806
27,BY,none,none,Service,25089,0.0194365903907978,29581,0.0889290659980586,35381,1087848,9378,Loft,BW,40.0
21,BW,apprenticeship,Logistics,Logistics,32180,0.0125240510361689,7501,0.082927393090592,41348,444384,9258,Apartment,BY,40.0
39,HE,master,data_science,STEM,50976,0.0384211580337163,6307,0.1994453206377522,22431,389730,5905,Apartment,HH,7.0012324068787395
40,HE,master,mathematics,STEM,60771,0.0264803887292036,12601,0.1412943386990432,18542,220532,4241,Apartment,BY,3.79099893354006
37,HH,none,none,SkilledTrade,39228,0.0122428350535925,47581,0.0646487521272265,759,252520,4280,Apartment,NW,5.240184640784234
39,HE,apprenticeship,OfficeAdmin,OfficeAdmin,24623,0.0476228058231612,95025,0.0725186697158291,41745,489345,5757,Apartment,HE,20.616065299147273
39,BW,master,data_science,STEM,71484,0.0582851751342915,64522,0.1827173396058256,7813,120294,2934,Apartment,BW,0.1081390585421243
33,BY,none,none,Service,29955,0.0425076908034657,10403,0.0215651687490974,40832,455730,6905,Apartment,HE,39.574979180046434
29,BY,master,economics,Finance,69980,0.0860427481992462,25451,0.1591403847522804,29226,269309,6263,Apartment,BW,2.593789001317583
38,HE,master,engineering,STEM,91426,0.0402251345400423,12416,0.1182797576487639,32868,385701,4647,Apartment,BW,5.426428887711238
35,BE,none,none,Sales,36157,0.0177266411377376,16683,0.1057099299699902,45595,985813,9571,Penthouse,BE,39.68389235704909
